Date,Open,High,Low,Close,Adj Close,Volume
2021-03-19,346.420013,347.239990,340.630005,344.200012,335.545563,3513000
2021-03-22,341.059998,342.880005,336.000000,339.329987,330.798035,2094500
2021-03-23,337.619995,341.890015,331.329987,331.769989,323.428131,2457500
2021-03-24,333.420013,336.940002,328.440002,328.649994,320.386566,3332200
2021-03-25,327.350006,331.390015,321.920013,330.549988,322.238800,2804700
2021-03-26,334.510010,335.450012,322.690002,327.390015,319.158295,3082600
2021-03-29,320.350006,327.760010,317.720001,325.730011,317.540009,4533200
2021-03-30,329.410004,335.750000,328.850006,332.010010,323.662109,2717300
2021-03-31,330.230011,332.649994,325.440002,327.000000,318.778076,2624500
2021-04-01,324.299988,329.660004,324.160004,327.640015,319.402008,2659000
2021-04-05,332.850006,332.850006,323.049988,323.540009,315.405060,3235000
2021-04-06,324.489990,328.540009,324.000000,327.059998,318.836548,1801700
2021-04-07,327.700012,329.200012,323.350006,326.549988,318.339355,2157300
2021-04-08,324.290009,331.489990,322.970001,331.140015,322.813995,2402800
2021-04-09,334.000000,334.899994,328.790009,330.809998,322.492279,2347100
2021-04-12,332.670013,334.480011,329.940002,331.839996,323.496368,2318800
2021-04-13,329.510010,330.049988,324.179993,327.679993,319.441010,3575900
2021-04-14,328.549988,344.470001,326.149994,335.350006,326.918152,9876800
2021-04-15,338.899994,341.350006,334.540009,338.549988,330.037628,4354800
2021-04-16,340.290009,343.739990,338.619995,342.309998,333.703156,4231900
2021-04-19,340.000000,344.429993,336.600006,343.089996,334.463501,3228200
2021-04-20,339.970001,340.470001,329.350006,331.880005,323.535370,3662300
2021-04-21,330.000000,335.470001,327.559998,335.269989,326.840118,2733300
2021-04-22,334.619995,336.970001,330.290009,330.850006,322.531281,2165200
2021-04-23,331.250000,340.670013,330.720001,339.350006,330.817535,2163800
2021-04-26,341.940002,345.899994,340.890015,343.519989,334.882690,2171500
2021-04-27,344.000000,347.549988,343.660004,346.630005,337.914490,2088600
2021-04-28,348.000000,350.119995,346.089996,348.109985,339.357269,2140900
2021-04-29,350.549988,353.829987,347.480011,352.970001,344.095093,2584400
2021-04-30,351.119995,352.820007,347.200012,348.450012,339.688751,2101100
2021-05-03,350.339996,354.059998,349.260010,350.160004,341.355713,1871700
2021-05-04,348.899994,351.779999,342.570007,349.839996,341.043793,2831400
2021-05-05,352.000000,359.140015,348.549988,357.619995,348.628143,2786800
2021-05-06,359.769989,366.299988,356.500000,365.970001,356.768219,3048700
2021-05-07,362.299988,371.649994,360.929993,370.890015,361.564545,3378100
2021-05-10,373.500000,376.980011,368.500000,368.679993,359.410095,3396300
2021-05-11,363.000000,368.630005,358.619995,359.920013,350.870361,3734300
2021-05-12,363.070007,368.130005,353.269989,354.399994,345.489136,3309800
2021-05-13,353.250000,360.890015,353.250000,358.809998,349.788269,2673900
2021-05-14,362.000000,369.510010,361.700012,368.769989,359.497833,2732300
2021-05-17,367.779999,370.700012,364.500000,369.250000,359.965759,1826100
2021-05-18,371.380005,373.079987,364.000000,364.559998,355.393677,2018600
2021-05-19,360.000000,360.000000,353.929993,358.380005,349.369049,3696000
2021-05-20,358.980011,361.950012,353.350006,359.779999,350.733826,1919600
2021-05-21,361.489990,367.140015,360.510010,366.260010,357.050934,2657500
2021-05-24,367.320007,369.720001,365.510010,368.290009,359.029907,1834300
2021-05-25,369.910004,373.769989,364.089996,364.510010,355.344940,2631000
2021-05-26,365.000000,368.790009,361.910004,367.399994,358.162262,2121200
2021-05-27,371.329987,373.549988,367.299988,371.369995,362.032440,3897000
2021-05-28,372.000000,373.070007,368.260010,372.019989,363.890900,2169700
2021-06-01,377.700012,383.359985,376.309998,382.440002,374.083252,3644000
2021-06-02,383.329987,384.670013,379.369995,383.440002,375.061432,2809700
2021-06-03,382.250000,391.250000,380.130005,388.720001,380.226044,3003900
2021-06-04,389.679993,392.049988,386.320007,391.450012,382.896393,2514100
2021-06-07,393.000000,393.260010,387.549988,388.160004,379.678253,2188700
2021-06-08,385.790009,386.480011,382.220001,384.700012,376.293884,2452600
2021-06-09,383.160004,384.269989,378.880005,382.779999,374.415802,2025900
2021-06-10,389.640015,389.640015,372.350006,373.940002,365.769012,3900800
2021-06-11,375.700012,378.750000,375.109985,378.049988,369.789185,2117300
2021-06-14,377.429993,378.750000,370.700012,372.920013,364.771301,2560500
2021-06-15,373.500000,374.839996,367.160004,371.299988,363.186646,2302900
2021-06-16,370.989990,374.079987,365.250000,371.000000,362.893219,3264200
2021-06-17,373.519989,373.519989,356.549988,361.500000,353.600830,4146300
2021-06-18,356.519989,358.380005,348.130005,348.829987,341.207642,6290100
2021-06-21,352.890015,357.970001,351.040009,357.540009,349.727325,2717300
2021-06-22,357.000000,359.880005,352.640015,357.529999,349.717560,1870800
2021-06-23,358.790009,362.480011,357.660004,361.049988,353.160645,1713100
2021-06-24,363.000000,370.880005,362.779999,368.750000,360.692383,2716600
2021-06-25,368.820007,371.149994,364.540009,368.769989,360.711945,2782400
2021-06-28,367.799988,368.869995,363.859985,368.709991,360.653290,1833400
2021-06-29,374.859985,378.089996,370.750000,372.619995,364.477814,2365900
2021-06-30,370.899994,380.109985,370.899994,379.529999,371.236847,2238400
2021-07-01,380.700012,381.640015,374.149994,374.989990,366.796021,2571000
2021-07-02,376.309998,376.600006,372.420013,374.160004,365.984192,1598900
2021-07-06,373.230011,373.630005,365.410004,369.859985,361.778137,2162900
2021-07-07,367.500000,370.089996,362.179993,367.670013,359.636017,2012800
2021-07-08,359.690002,362.890015,355.589996,358.940002,351.096741,2940500
2021-07-09,366.000000,372.149994,364.950012,371.760010,363.636627,2641800
2021-07-12,370.309998,384.000000,367.329987,380.500000,372.185638,4135900
2021-07-13,381.059998,385.329987,372.010010,375.980011,367.764404,6466800
2021-07-14,378.750000,381.769989,371.390015,374.399994,366.218903,3295700
2021-07-15,371.239990,378.750000,370.570007,373.350006,365.191895,2183900
2021-07-16,374.929993,374.929993,363.829987,364.799988,356.828705,2583300
2021-07-19,354.000000,355.190002,349.000000,354.720001,346.968964,4394600
2021-07-20,352.269989,367.309998,351.540009,364.760010,356.789612,2937900
2021-07-21,368.040009,374.899994,367.929993,373.500000,365.338593,2398800
2021-07-22,372.299988,373.690002,368.450012,372.709991,364.565857,1887100
2021-07-23,374.589996,378.000000,371.380005,374.049988,365.876587,1706900
2021-07-26,373.179993,376.679993,373.109985,375.899994,367.686157,1559100
2021-07-27,372.500000,375.140015,369.220001,374.839996,366.649323,1791800
2021-07-28,375.809998,377.440002,372.339996,374.230011,366.052643,1668900
2021-07-29,377.029999,379.510010,374.809998,377.549988,369.300110,1296600
2021-07-30,376.570007,379.950012,373.059998,374.880005,366.688446,1474900
2021-08-02,376.170013,386.929993,375.750000,378.190002,369.926117,2383200
2021-08-03,380.250000,381.309998,371.769989,380.359985,372.048676,1494600
2021-08-04,378.480011,382.649994,375.760010,377.859985,369.603302,1460500
2021-08-05,380.149994,384.309998,379.950012,384.299988,375.902588,1583800
2021-08-06,388.880005,398.859985,388.640015,397.890015,389.195679,3655800
2021-08-09,396.589996,404.600006,393.579987,399.880005,391.142181,3319100
2021-08-10,400.119995,410.630005,399.500000,407.970001,399.055389,3152300
2021-08-11,408.799988,414.679993,407.059998,413.890015,404.846008,3000500
2021-08-12,414.380005,418.619995,410.559998,415.000000,405.931763,2312800
2021-08-13,416.000000,416.890015,408.179993,410.779999,401.804016,1980000
2021-08-16,408.989990,408.989990,402.149994,408.350006,399.427094,1590700
2021-08-17,403.839996,408.350006,400.200012,404.970001,396.120941,2077400
2021-08-18,402.600006,406.109985,398.589996,398.799988,390.085724,2187800
2021-08-19,394.600006,397.730011,390.910004,393.570007,384.970032,2241500
2021-08-20,391.489990,396.450012,391.000000,395.869995,387.219788,1612100
2021-08-23,401.890015,404.100006,399.000000,401.450012,392.677887,1857600
2021-08-24,403.589996,409.660004,402.700012,408.559998,399.632477,1958400
2021-08-25,409.899994,416.679993,408.940002,413.119995,404.092834,1845300
2021-08-26,415.880005,420.730011,411.160004,412.410004,403.398407,2076500
2021-08-27,412.779999,419.850006,412.500000,419.690002,410.519318,2174500
2021-08-30,419.950012,420.760010,412.720001,413.600006,404.562378,2089400
2021-08-31,412.109985,414.859985,408.760010,413.510010,406.439697,1958100
2021-09-01,413.160004,416.109985,410.309998,413.660004,406.587189,1680400
2021-09-02,415.109985,417.579987,412.640015,414.500000,407.412781,1830400
2021-09-03,414.000000,415.119995,410.600006,411.309998,404.277344,1373600
2021-09-07,411.000000,414.730011,409.640015,410.320007,403.304260,1557000
2021-09-08,409.220001,410.980011,404.700012,405.000000,398.075226,1646200
2021-09-09,404.670013,408.880005,403.510010,404.579987,397.662384,2424600
2021-09-10,408.000000,409.790009,403.160004,403.480011,396.581207,1956000
2021-09-13,407.410004,409.369995,403.799988,409.260010,402.262360,1802800
2021-09-14,410.299988,417.010010,402.779999,403.690002,396.787628,3263200
2021-09-15,398.000000,403.609985,396.209991,401.950012,395.077393,3199800
2021-09-16,404.519989,405.980011,394.890015,396.679993,389.897491,2882900
2021-09-17,396.320007,399.160004,388.829987,391.459991,384.766754,3843700
2021-09-20,377.820007,380.859985,372.500000,378.130005,371.664642,3834500
2021-09-21,380.850006,381.500000,374.079987,375.839996,369.413818,2377300
2021-09-22,380.799988,389.290009,379.709991,385.470001,378.879150,2991300
2021-09-23,390.390015,393.739990,388.179993,391.859985,385.159882,2518000
2021-09-24,390.470001,392.489990,388.600006,390.850006,384.167206,1789700
2021-09-27,396.579987,401.000000,395.179993,399.809998,392.973969,2788500
2021-09-28,400.450012,404.209991,388.390015,389.500000,382.840240,2609000
2021-09-29,390.679993,392.390015,384.299988,384.890015,378.309082,1955000
2021-09-30,388.000000,388.019989,376.619995,378.029999,371.566345,2665700
2021-10-01,379.440002,382.720001,375.850006,380.000000,373.502686,2382300
2021-10-04,380.209991,386.869995,372.820007,374.149994,367.752686,2895600
2021-10-05,378.100006,388.220001,375.500000,385.809998,379.213318,2508100
2021-10-06,382.380005,389.549988,378.660004,388.049988,381.415009,2111800
2021-10-07,392.910004,397.850006,389.760010,390.619995,383.941101,2348000
2021-10-08,390.829987,394.309998,388.179993,392.809998,386.093628,1446700
2021-10-11,392.899994,396.950012,385.019989,385.239990,378.653076,1787400
2021-10-12,386.220001,388.589996,381.019989,386.529999,379.921021,2088200
2021-10-13,388.000000,388.380005,378.630005,386.309998,379.704773,2391600
2021-10-14,392.000000,393.660004,382.200012,391.200012,384.511169,3380900
2021-10-15,402.309998,407.269989,396.339996,406.070007,399.126953,6451400
2021-10-18,408.010010,415.940002,407.600006,413.690002,406.616638,3832300
2021-10-19,415.179993,415.850006,409.690002,412.160004,405.112823,2568300
2021-10-20,411.000000,414.329987,406.200012,407.890015,400.915833,2453400
2021-10-21,406.799988,412.660004,404.619995,407.589996,400.620911,2162100
2021-10-22,409.989990,415.359985,409.100006,414.320007,407.235870,2411000
2021-10-25,416.209991,419.489990,413.269989,414.750000,407.658508,1824700
2021-10-26,416.369995,419.809998,413.760010,417.609985,410.469574,1843300
2021-10-27,416.549988,418.059998,410.549988,410.989990,403.962769,2067200
2021-10-28,412.000000,414.920013,409.059998,414.820007,407.727325,1444700
2021-10-29,414.019989,415.959991,411.179993,413.350006,406.282440,2061700
2021-11-01,417.070007,418.730011,413.250000,416.700012,409.575195,1820800
2021-11-02,415.100006,426.160004,412.790009,423.850006,416.602936,3000800
2021-11-03,423.119995,424.000000,412.559998,417.899994,410.754639,3542400
2021-11-04,414.649994,415.989990,403.029999,408.070007,401.092743,3802300
2021-11-05,411.399994,414.450012,406.100006,407.079987,400.119629,2105600
2021-11-08,409.890015,413.649994,407.959991,408.339996,401.358124,1728400
2021-11-09,406.109985,407.579987,400.059998,405.350006,398.419220,2246900
2021-11-10,402.329987,405.549988,397.250000,399.119995,392.295776,2243900
2021-11-11,400.140015,403.760010,398.510010,402.339996,395.460693,1252400
2021-11-12,403.000000,405.100006,399.200012,404.910004,397.986786,1360100
2021-11-15,406.000000,407.339996,403.910004,404.809998,397.888489,1436500
2021-11-16,403.910004,405.839996,399.000000,403.089996,396.197876,1311000
2021-11-17,401.850006,402.649994,391.470001,391.549988,384.855194,2927000
2021-11-18,392.299988,393.920013,385.679993,391.369995,384.678253,1847400
2021-11-19,382.380005,390.239990,381.040009,387.390015,380.766357,2610400
2021-11-22,393.160004,402.489990,390.179993,396.160004,389.386383,3058700
2021-11-23,400.250000,406.959991,397.510010,406.339996,399.392303,2402300
2021-11-24,405.000000,407.480011,398.299988,399.190002,392.364563,2186300
2021-11-26,384.480011,391.709991,382.720001,389.390015,382.732147,2687900
2021-11-29,394.000000,396.369995,382.450012,386.540009,379.930847,2883400
2021-11-30,383.529999,386.829987,377.260010,380.989990,374.475739,4570400
2021-12-01,383.820007,390.160004,376.209991,376.480011,371.995667,2476000
2021-12-02,378.000000,389.089996,376.029999,387.540009,382.923920,3343700
2021-12-03,389.880005,389.880005,379.029999,382.730011,378.171234,2807500
2021-12-06,388.670013,393.600006,383.489990,389.299988,384.662933,1990200
2021-12-07,393.579987,401.750000,393.059998,400.109985,395.344177,2441000
2021-12-08,401.230011,401.709991,395.140015,397.320007,392.587433,1635200
2021-12-09,395.700012,400.190002,393.000000,396.489990,391.767303,2111500
2021-12-10,398.000000,398.859985,388.660004,391.059998,386.401978,1893800
2021-12-13,391.190002,391.190002,382.660004,384.640015,380.058472,2313300
2021-12-14,383.559998,392.500000,383.260010,388.820007,384.188660,2788500
2021-12-15,389.500000,391.399994,380.600006,389.910004,385.265686,2802300
2021-12-16,395.130005,399.839996,391.799988,397.369995,392.636841,3578200
2021-12-17,389.209991,393.670013,380.630005,381.799988,377.252258,7058600
2021-12-20,375.519989,375.630005,366.649994,371.609985,367.183655,3735600
2021-12-21,376.429993,382.089996,374.760010,380.320007,375.789948,2942800
2021-12-22,380.420013,384.010010,379.269989,382.329987,377.775970,1487900
2021-12-23,383.790009,387.609985,383.570007,385.040009,380.453705,1624000
2021-12-27,386.989990,389.109985,385.000000,388.040009,383.417969,1430400
2021-12-28,388.929993,391.329987,386.239990,387.609985,382.993073,1528200
2021-12-29,387.970001,389.459991,384.420013,386.200012,381.599915,1327800
2021-12-30,387.750000,389.779999,385.200012,385.519989,380.927948,1160100
2021-12-31,385.000000,387.000000,380.839996,382.549988,377.993317,1601300
