PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret,TICKER
14008,18/09/2018,252,0.7619%,-0.0002,1.1605,-0.2387,-0.5654,-0.6271,0.8913%,1.2567%,49.6965%,0.0649%,AMGN
14008,11/12/2018,252,1.0768%,0.0006,1.0303,-0.3634,-0.3297,-0.3933,1.0097%,1.4309%,50.2100%,1.2841%,AMGN
14008,10/12/2018,252,1.3842%,0.0005,1.0332,-0.3600,-0.3265,-0.4019,1.0068%,1.4303%,50.4565%,1.0412%,AMGN
14008,03/12/2018,252,-2.5546%,0.0004,1.0508,-0.3216,-0.2550,-0.4257,1.0078%,1.4030%,48.4042%,-3.9256%,AMGN
14008,12/06/2018,252,0.2492%,0.0000,1.1902,-0.1867,-0.4549,-0.4090,0.9319%,1.3002%,48.6338%,-0.2228%,AMGN
14008,27/11/2018,252,1.4411%,0.0006,1.0652,-0.3417,-0.3030,-0.4523,0.9745%,1.3830%,50.3460%,1.3091%,AMGN
14008,28/09/2018,252,-0.7660%,-0.0001,1.1470,-0.2488,-0.5976,-0.6081,0.8955%,1.2585%,49.3708%,-0.5924%,AMGN
14008,02/10/2018,252,0.3673%,-0.0001,1.1470,-0.2337,-0.5980,-0.6088,0.8963%,1.2582%,49.2600%,0.0638%,AMGN
14008,19/11/2018,252,0.3759%,0.0005,1.1065,-0.3002,-0.2720,-0.4549,0.9469%,1.3746%,52.5438%,2.5872%,AMGN
14008,21/11/2018,252,-1.8683%,0.0005,1.0774,-0.3389,-0.3076,-0.4657,0.9685%,1.3794%,50.7006%,-2.3241%,AMGN
14008,14/12/2018,252,-2.7641%,0.0005,1.0367,-0.3845,-0.3271,-0.3966,1.0100%,1.4409%,50.8681%,-0.8888%,AMGN
14008,20/11/2018,252,0.7850%,0.0006,1.0868,-0.3024,-0.3106,-0.4760,0.9572%,1.3744%,51.4920%,2.3961%,AMGN
14008,12/12/2018,252,0.1172%,0.0006,1.0280,-0.3666,-0.3289,-0.3902,1.0102%,1.4302%,50.1093%,-0.4616%,AMGN
14008,08/10/2018,252,0.7597%,-0.0000,1.1490,-0.2386,-0.5673,-0.6051,0.8960%,1.2612%,49.5315%,0.8109%,AMGN
14008,05/03/2019,252,-0.5058%,-0.0001,0.9094,-0.4142,-0.3025,-0.2228,1.0489%,1.4444%,47.2626%,-0.4489%,AMGN
14008,18/01/2019,252,0.9707%,0.0005,0.9689,-0.3442,-0.3053,-0.2999,1.0302%,1.5176%,53.9175%,-0.6506%,AMGN
14008,10/10/2018,252,-2.3301%,0.0001,1.1263,-0.2332,-0.5455,-0.6049,0.9000%,1.2701%,49.7893%,1.2087%,AMGN
14008,13/11/2018,252,-0.0052%,0.0003,1.1177,-0.3031,-0.3611,-0.4781,0.9336%,1.3733%,53.7811%,-0.2848%,AMGN
14008,14/11/2018,252,-0.6212%,0.0003,1.1177,-0.3023,-0.3566,-0.4729,0.9336%,1.3729%,53.7514%,-0.1845%,AMGN
14008,08/11/2018,252,-0.8096%,0.0003,1.1330,-0.3121,-0.3784,-0.4961,0.9307%,1.3707%,53.8988%,-0.2744%,AMGN
14008,29/11/2018,252,0.4716%,0.0006,1.0633,-0.3383,-0.2936,-0.4386,0.9741%,1.3878%,50.7331%,0.7600%,AMGN
14008,16/10/2018,252,3.4511%,0.0001,1.1571,-0.2437,-0.5452,-0.6027,0.9043%,1.3123%,52.5181%,0.8753%,AMGN
14008,28/11/2018,252,2.1918%,0.0006,1.0690,-0.3342,-0.2888,-0.4530,0.9736%,1.3893%,50.8861%,-0.1469%,AMGN
14008,31/10/2018,252,1.9621%,0.0002,1.1351,-0.2628,-0.4663,-0.5872,0.9156%,1.3459%,53.7193%,0.5211%,AMGN
14008,22/10/2018,252,-1.8731%,0.0001,1.1511,-0.2484,-0.4895,-0.5881,0.8997%,1.3074%,52.6493%,-1.2558%,AMGN
14008,18/10/2018,252,-0.0247%,0.0001,1.1385,-0.2473,-0.5140,-0.5778,0.9025%,1.3043%,52.1234%,1.7667%,AMGN
14008,26/10/2018,252,-1.1271%,0.0001,1.1465,-0.2351,-0.4841,-0.5957,0.9079%,1.3396%,54.0664%,1.0006%,AMGN
14008,01/10/2020,252,0.4839%,-0.0000,0.8843,-0.3391,-0.4201,-0.0447,1.4394%,2.2985%,60.7814%,-0.0342%,AMGN
14008,22/12/2021,252,0.2761%,-0.0007,0.7765,-0.0362,0.0182,-0.3845,1.1212%,1.2602%,20.8451%,-0.0968%,AMGN
14008,28/12/2021,252,0.2665%,-0.0006,0.7810,-0.0403,0.0196,-0.3820,1.1223%,1.2611%,20.8064%,0.2370%,AMGN
14008,23/12/2021,252,1.0202%,-0.0007,0.7786,-0.0349,0.0171,-0.3859,1.1218%,1.2606%,20.8096%,0.5210%,AMGN
14008,17/12/2021,252,-0.0359%,-0.0008,0.8023,-0.0459,0.0304,-0.4003,1.1270%,1.2727%,21.5887%,0.0144%,AMGN
14008,16/12/2021,252,1.5188%,-0.0007,0.8038,-0.0451,0.0296,-0.3962,1.1295%,1.2751%,21.5240%,1.9647%,AMGN
14008,20/10/2020,252,0.1690%,-0.0005,0.8890,-0.3173,-0.4166,-0.0198,1.5287%,2.3739%,58.5299%,0.2996%,AMGN
14008,21/10/2020,252,-0.9217%,-0.0006,0.8900,-0.3145,-0.4135,-0.0121,1.5254%,2.3741%,58.7165%,-0.6105%,AMGN
14008,06/12/2021,252,3.1367%,-0.0009,0.7934,-0.0225,0.0107,-0.3933,1.1211%,1.2620%,21.0802%,1.8896%,AMGN
14008,03/12/2021,252,0.6313%,-0.0010,0.7699,-0.0406,0.0112,-0.3688,1.1145%,1.2478%,20.2235%,1.0753%,AMGN
14008,02/12/2021,252,0.1843%,-0.0010,0.7759,-0.0347,0.0079,-0.3697,1.1121%,1.2472%,20.4881%,-1.0906%,AMGN
14008,28/10/2020,252,-3.1684%,-0.0007,0.8892,-0.3246,-0.4149,-0.0168,1.5190%,2.3804%,59.2816%,0.1153%,AMGN
14008,29/11/2021,252,1.1836%,-0.0010,0.7986,-0.0224,-0.0017,-0.3804,1.1015%,1.2438%,21.5607%,0.7611%,AMGN
14008,03/11/2020,252,-0.0681%,-0.0007,0.8829,-0.3448,-0.4035,-0.0206,1.5171%,2.3749%,59.1952%,-1.5277%,AMGN
14008,23/11/2021,252,0.8879%,-0.0009,0.7196,-0.0185,-0.0299,-0.3141,1.1289%,1.2460%,17.9091%,0.9714%,AMGN
14008,22/11/2021,252,-1.6256%,-0.0010,0.7032,-0.0290,-0.0377,-0.2953,1.1318%,1.2449%,17.3459%,-0.9693%,AMGN
14008,16/11/2021,252,-0.9691%,-0.0012,0.7157,-0.0552,-0.0116,-0.2803,1.1377%,1.2526%,17.5125%,-1.2426%,AMGN
14008,10/11/2021,252,0.7085%,-0.0012,0.6938,-0.0796,-0.0122,-0.2469,1.1391%,1.2533%,17.3904%,1.1928%,AMGN
14008,12/11/2021,252,-0.0804%,-0.0012,0.6888,-0.0809,-0.0119,-0.2437,1.1400%,1.2507%,16.9137%,-0.6855%,AMGN
14008,13/11/2020,252,0.7675%,-0.0007,0.8810,-0.3299,-0.4440,-0.1075,1.5550%,2.4006%,58.0426%,0.0785%,AMGN
14008,17/11/2020,252,-1.7831%,-0.0007,0.8808,-0.3355,-0.4415,-0.1043,1.5576%,2.4027%,57.9727%,-1.4526%,AMGN
14008,09/11/2020,252,1.4374%,-0.0008,0.8876,-0.3616,-0.4674,-0.1114,1.5269%,2.3924%,59.2657%,3.3724%,AMGN
14008,03/11/2021,252,1.8062%,-0.0008,0.7036,-0.1332,-0.0435,-0.1674,1.1737%,1.2973%,18.1463%,1.4243%,AMGN
14008,30/11/2021,252,-2.2559%,-0.0011,0.8147,-0.0224,0.0031,-0.3890,1.1019%,1.2494%,22.2204%,-0.7421%,AMGN
14008,04/11/2021,252,-1.4670%,-0.0011,0.6516,-0.0839,-0.0032,-0.1800,1.1542%,1.2669%,17.0070%,-1.8892%,AMGN
14008,19/11/2020,252,-1.3567%,-0.0009,0.8798,-0.3474,-0.4315,-0.1012,1.5600%,2.4053%,57.9379%,-2.0101%,AMGN
14008,28/10/2021,252,0.2856%,-0.0010,0.6932,-0.1660,-0.0316,-0.1613,1.1620%,1.2870%,18.4774%,-0.2718%,AMGN
14008,25/10/2021,252,-0.7695%,-0.0010,0.6987,-0.1676,-0.0346,-0.1625,1.1623%,1.3024%,20.3609%,-0.8989%,AMGN
14008,29/10/2021,252,-0.0965%,-0.0010,0.6943,-0.1660,-0.0317,-0.1619,1.1620%,1.2863%,18.3981%,-0.1531%,AMGN
14008,30/11/2020,252,-1.2322%,-0.0011,0.8790,-0.3370,-0.4286,-0.0926,1.5627%,2.4069%,57.8442%,-1.7275%,AMGN
14008,21/10/2021,252,-0.3196%,-0.0011,0.6957,-0.1717,-0.0334,-0.1549,1.1633%,1.3020%,20.1714%,-0.5721%,AMGN
14008,15/10/2021,252,0.5126%,-0.0011,0.7014,-0.1760,-0.0331,-0.1477,1.1511%,1.2942%,20.8833%,-0.1188%,AMGN
14008,08/12/2020,252,1.0996%,-0.0011,0.8818,-0.3321,-0.4383,-0.1038,1.5680%,2.4110%,57.7059%,0.7162%,AMGN
14008,26/10/2021,252,0.5057%,-0.0010,0.7053,-0.1698,-0.0349,-0.1644,1.1621%,1.3013%,20.2511%,0.3135%,AMGN
14008,18/10/2021,252,-2.2662%,-0.0012,0.6980,-0.1647,-0.0409,-0.1576,1.1597%,1.3017%,20.6269%,-2.3921%,AMGN
14008,13/10/2021,252,0.8519%,-0.0012,0.6994,-0.1792,-0.0338,-0.1462,1.1522%,1.2923%,20.5053%,0.4797%,AMGN
14008,10/12/2020,252,-0.7353%,-0.0011,0.8784,-0.3409,-0.4269,-0.1000,1.5722%,2.4115%,57.4951%,-0.7828%,AMGN
14008,11/12/2020,252,-0.3331%,-0.0011,0.8784,-0.3391,-0.4289,-0.1010,1.5721%,2.4110%,57.4856%,-0.5301%,AMGN
14008,01/10/2021,252,0.5972%,-0.0013,0.7123,-0.1887,-0.0493,-0.1184,1.2735%,1.4098%,18.3976%,-0.0122%,AMGN
14008,27/09/2021,252,-0.2341%,-0.0012,0.7296,-0.1846,-0.0620,-0.1214,1.2763%,1.4168%,18.8600%,0.3142%,AMGN
14008,22/12/2020,252,-2.7803%,-0.0013,0.8767,-0.3534,-0.4241,-0.1044,1.5814%,2.4151%,57.1265%,-2.9403%,AMGN
14008,30/09/2021,252,-1.0470%,-0.0013,0.7122,-0.1866,-0.0503,-0.1185,1.2737%,1.4096%,18.3533%,-0.2989%,AMGN
14008,24/12/2020,252,-0.0045%,-0.0012,0.8752,-0.3552,-0.4144,-0.1016,1.5844%,2.4157%,56.9797%,-0.3805%,AMGN
14008,14/10/2021,252,1.5569%,-0.0011,0.7031,-0.1814,-0.0339,-0.1464,1.1525%,1.2955%,20.8593%,0.3474%,AMGN
14008,21/09/2021,252,0.1162%,-0.0012,0.7439,-0.1946,-0.0639,-0.1168,1.2774%,1.4288%,20.0811%,0.1359%,AMGN
14008,17/09/2021,252,0.9293%,-0.0012,0.7369,-0.1770,-0.0654,-0.1225,1.2795%,1.4282%,19.7392%,1.5598%,AMGN
14008,31/12/2020,252,1.2105%,-0.0011,0.8756,-0.3774,-0.4097,-0.1009,1.5851%,2.4181%,57.0329%,0.6721%,AMGN
14008,14/09/2021,252,-0.3138%,-0.0012,0.7399,-0.1860,-0.0648,-0.1214,1.2760%,1.4261%,19.9524%,0.0058%,AMGN
14008,09/09/2021,252,-2.3951%,-0.0012,0.7485,-0.1873,-0.0710,-0.1266,1.2752%,1.4325%,20.7520%,-2.0343%,AMGN
14008,13/09/2021,252,1.3895%,-0.0012,0.7434,-0.1821,-0.0672,-0.1234,1.2764%,1.4291%,20.2265%,1.3735%,AMGN
14008,07/01/2021,252,0.3301%,-0.0008,0.8665,-0.3454,-0.3511,-0.0691,1.6045%,2.4231%,56.1533%,-1.2776%,AMGN
14008,11/01/2021,252,-0.3858%,-0.0007,0.8668,-0.3504,-0.3513,-0.0693,1.6055%,2.4260%,56.2030%,0.5246%,AMGN
14008,12/01/2021,252,-0.4125%,-0.0007,0.8671,-0.3505,-0.3477,-0.0662,1.6039%,2.4259%,56.2871%,0.0784%,AMGN
14008,30/10/2020,252,-0.4040%,-0.0007,0.8863,-0.3325,-0.4084,-0.0189,1.5195%,2.3794%,59.2178%,1.3611%,AMGN
14008,13/01/2021,252,0.4861%,-0.0007,0.8667,-0.3529,-0.3416,-0.0613,1.6013%,2.4248%,56.3863%,-0.0204%,AMGN
14008,01/09/2021,252,-0.9666%,-0.0011,0.7826,-0.2109,-0.0666,-0.1177,1.2724%,1.4652%,24.5820%,-1.0759%,AMGN
14008,27/08/2021,252,0.5915%,-0.0011,0.7783,-0.2100,-0.0713,-0.1215,1.2728%,1.4641%,24.4237%,0.2426%,AMGN
14008,26/08/2021,252,-0.0542%,-0.0011,0.7793,-0.2141,-0.0715,-0.1241,1.2735%,1.4652%,24.4499%,0.3074%,AMGN
14008,23/08/2021,252,0.9439%,-0.0009,0.7715,-0.2093,-0.0750,-0.1060,1.3183%,1.5035%,23.1206%,0.3185%,AMGN
14008,22/01/2021,252,0.5833%,-0.0004,0.8626,-0.3207,-0.3268,-0.0464,1.6127%,2.4285%,55.8997%,1.2415%,AMGN
14008,19/08/2021,252,-1.0801%,-0.0010,0.7702,-0.1975,-0.0756,-0.1102,1.3192%,1.5031%,22.9728%,-1.2842%,AMGN
14008,13/08/2021,252,0.6706%,-0.0009,0.7633,-0.1805,-0.0851,-0.1126,1.3166%,1.4978%,22.7265%,0.4002%,AMGN
14008,20/01/2021,252,1.6474%,-0.0004,0.8636,-0.3326,-0.3326,-0.0527,1.6114%,2.4289%,55.9830%,0.1320%,AMGN
14008,12/08/2021,252,0.0088%,-0.0009,0.7636,-0.1789,-0.0834,-0.1120,1.3164%,1.4975%,22.7268%,-0.2829%,AMGN
14008,03/02/2021,252,-1.4179%,-0.0003,0.8424,-0.3178,-0.2831,-0.0197,1.6073%,2.4092%,55.4879%,-1.2318%,AMGN
14008,04/02/2021,252,0.0591%,-0.0005,0.8408,-0.3175,-0.2931,-0.0200,1.5852%,2.3923%,56.0959%,-0.7526%,AMGN
14008,05/08/2021,252,2.4878%,-0.0009,0.7754,-0.2039,-0.0714,-0.0912,1.3215%,1.5092%,23.3282%,2.2379%,AMGN
14008,02/08/2021,252,-0.7245%,-0.0008,0.7510,-0.2172,-0.1196,-0.1114,1.2552%,1.4460%,24.6429%,-0.7225%,AMGN
14008,30/07/2021,252,-0.3794%,-0.0008,0.7453,-0.2019,-0.1251,-0.1166,1.2571%,1.4458%,24.3953%,0.0637%,AMGN
14008,16/02/2021,252,-1.8423%,-0.0004,0.8440,-0.3164,-0.3044,-0.0244,1.5820%,2.3938%,56.3228%,-1.3777%,AMGN
14008,04/06/2020,252,-0.0543%,0.0003,0.8685,-0.2840,-0.3365,0.0911,1.4536%,2.2367%,57.7688%,1.4989%,AMGN
14008,18/02/2021,252,-1.3072%,-0.0003,0.8437,-0.3125,-0.3013,-0.0219,1.5855%,2.3956%,56.1940%,-1.3569%,AMGN
14008,18/08/2021,252,-1.8858%,-0.0009,0.7699,-0.2003,-0.0808,-0.1138,1.3171%,1.5018%,23.0864%,-1.1028%,AMGN
14008,16/07/2021,252,0.5393%,-0.0008,0.7434,-0.2142,-0.1165,-0.0892,1.2845%,1.4719%,23.8479%,0.8183%,AMGN
14008,15/07/2021,252,0.7887%,-0.0008,0.7458,-0.2238,-0.0992,-0.0768,1.2853%,1.4723%,23.7845%,1.0251%,AMGN
14008,14/07/2021,252,-0.0531%,-0.0008,0.7465,-0.2252,-0.1000,-0.0754,1.2836%,1.4715%,23.9108%,-0.1908%,AMGN
14008,15/06/2021,252,-0.5556%,-0.0002,0.7080,-0.2604,-0.2021,-0.1072,1.4136%,1.6031%,22.2472%,-0.0836%,AMGN
14008,08/07/2021,252,0.4358%,-0.0008,0.7317,-0.2253,-0.1017,-0.0686,1.2907%,1.4748%,23.4087%,1.0056%,AMGN
14008,02/03/2021,252,-0.5946%,-0.0004,0.8234,-0.3140,-0.3070,-0.0448,1.5760%,2.3240%,54.0094%,0.2367%,AMGN
14008,07/07/2021,252,-0.1765%,-0.0009,0.7346,-0.2304,-0.0947,-0.0656,1.2908%,1.4751%,23.4199%,-0.5238%,AMGN
14008,06/07/2021,252,-2.0306%,-0.0009,0.7379,-0.2317,-0.0954,-0.0684,1.2908%,1.4770%,23.6190%,-2.3768%,AMGN
14008,08/03/2021,252,0.0351%,-0.0002,0.8102,-0.3141,-0.2604,-0.0261,1.5788%,2.2937%,52.6236%,1.6972%,AMGN
14008,10/03/2021,252,0.4236%,-0.0002,0.8033,-0.3216,-0.2592,-0.0293,1.5802%,2.2481%,50.5929%,0.5818%,AMGN
14008,28/06/2021,252,0.0659%,-0.0005,0.7241,-0.2684,-0.1726,-0.0905,1.3738%,1.5628%,22.7312%,-0.4951%,AMGN
14008,12/03/2021,252,-0.3504%,-0.0001,0.7905,-0.3261,-0.2578,-0.0306,1.5791%,2.1705%,47.0741%,-0.0952%,AMGN
14008,23/07/2021,252,1.2176%,-0.0008,0.7335,-0.2037,-0.1234,-0.1059,1.2827%,1.4651%,23.3465%,0.4287%,AMGN
14008,22/06/2021,252,-0.1374%,-0.0005,0.7089,-0.2624,-0.1826,-0.0921,1.3739%,1.5666%,23.0895%,-0.5804%,AMGN
14008,21/06/2021,252,0.6536%,-0.0005,0.7092,-0.2747,-0.1735,-0.0901,1.3807%,1.5713%,22.7872%,0.1799%,AMGN
14008,18/06/2021,252,-0.8639%,-0.0004,0.6962,-0.2704,-0.1770,-0.0856,1.4036%,1.5872%,21.7927%,-0.4480%,AMGN
14008,18/03/2021,252,0.0614%,-0.0003,0.7345,-0.2813,-0.2706,-0.0406,1.5222%,1.9236%,37.3818%,1.4413%,AMGN
14008,09/06/2021,252,1.1401%,-0.0002,0.6932,-0.2565,-0.1956,-0.0872,1.4130%,1.6148%,23.4313%,1.0283%,AMGN
14008,11/06/2021,252,-0.7644%,-0.0002,0.7004,-0.2546,-0.2160,-0.1100,1.4141%,1.6032%,22.1923%,-0.7462%,AMGN
14008,24/03/2021,252,0.1755%,-0.0003,0.6621,-0.1322,-0.3260,-0.0712,1.5020%,1.8057%,30.8128%,0.8694%,AMGN
14008,26/03/2021,252,2.6843%,0.0001,0.7034,-0.1969,-0.2152,0.0023,1.4722%,1.7811%,31.6777%,1.8198%,AMGN
14008,02/06/2021,252,0.6764%,-0.0003,0.6914,-0.2620,-0.1737,-0.0626,1.4184%,1.6207%,23.4125%,0.5702%,AMGN
14008,04/06/2021,252,0.4709%,-0.0002,0.6989,-0.2644,-0.1763,-0.0733,1.4130%,1.6190%,23.8248%,-0.3764%,AMGN
14008,05/01/2021,252,0.4853%,-0.0010,0.8753,-0.3749,-0.4071,-0.0991,1.5853%,2.4191%,57.0586%,0.3187%,AMGN
14008,29/07/2021,252,-0.7329%,-0.0009,0.7486,-0.2046,-0.1227,-0.1178,1.2577%,1.4472%,24.4763%,-0.8297%,AMGN
14008,03/06/2021,252,0.2466%,-0.0002,0.6998,-0.2664,-0.1753,-0.0740,1.4131%,1.6188%,23.8005%,0.5389%,AMGN
14008,28/05/2021,252,1.1177%,-0.0004,0.6850,-0.2565,-0.1473,-0.0392,1.4244%,1.6204%,22.7302%,0.9562%,AMGN
14008,30/03/2021,252,-2.0435%,-0.0001,0.7012,-0.1993,-0.2361,-0.0223,1.4624%,1.7583%,30.8304%,-1.4869%,AMGN
14008,27/05/2021,252,-1.3582%,-0.0004,0.6881,-0.2584,-0.1498,-0.0362,1.4277%,1.6263%,22.9334%,-1.1855%,AMGN
14008,25/05/2021,252,-2.3209%,-0.0003,0.6931,-0.2481,-0.1130,-0.0123,1.4251%,1.6227%,22.8711%,-2.4455%,AMGN
14008,08/04/2021,252,-0.4998%,-0.0003,0.6915,-0.1651,-0.2354,-0.0245,1.4380%,1.6950%,28.0305%,-1.0946%,AMGN
14008,24/05/2021,252,-1.2988%,-0.0002,0.6785,-0.2382,-0.1560,-0.0292,1.4230%,1.6199%,22.8290%,-2.1493%,AMGN
14008,22/03/2021,252,1.5248%,-0.0001,0.7146,-0.2012,-0.2913,-0.0494,1.5074%,1.8851%,36.0628%,0.2951%,AMGN
14008,12/04/2021,252,-0.0040%,-0.0003,0.6679,-0.1546,-0.2326,-0.0192,1.4252%,1.6669%,26.8947%,0.0618%,AMGN
14008,14/05/2021,252,0.4245%,-0.0003,0.6537,-0.2439,-0.1807,-0.0204,1.4481%,1.6382%,21.8651%,-0.5274%,AMGN
14008,17/05/2021,252,0.3978%,-0.0003,0.6550,-0.2594,-0.1621,-0.0095,1.4462%,1.6354%,21.8065%,0.8513%,AMGN
14008,11/05/2021,252,-0.1267%,-0.0004,0.6645,-0.2360,-0.1695,-0.0092,1.4500%,1.6442%,22.2230%,0.2983%,AMGN
14008,20/04/2021,252,1.2384%,-0.0004,0.6445,-0.1706,-0.2486,-0.0454,1.4070%,1.6266%,25.1755%,1.2469%,AMGN
14008,08/06/2021,252,-0.1560%,-0.0002,0.6950,-0.2588,-0.1837,-0.0778,1.4115%,1.6135%,23.4728%,-0.0123%,AMGN
14008,22/04/2021,252,-1.4414%,-0.0003,0.6635,-0.1912,-0.2610,-0.0530,1.3989%,1.6210%,25.5249%,-1.0471%,AMGN
14008,05/05/2021,252,0.8045%,-0.0004,0.6497,-0.2071,-0.2101,-0.0247,1.4659%,1.6577%,21.8007%,1.0743%,AMGN
14008,26/04/2021,252,-0.5875%,-0.0004,0.6668,-0.2073,-0.2429,-0.0394,1.3954%,1.6169%,25.5185%,-0.7692%,AMGN
14008,30/04/2021,252,2.1005%,-0.0007,0.6651,-0.1810,-0.2906,-0.0768,1.4558%,1.6706%,24.0570%,2.4484%,AMGN
14008,21/05/2021,252,-0.3652%,-0.0001,0.6858,-0.2451,-0.1547,-0.0255,1.4171%,1.6181%,23.3009%,-0.1349%,AMGN
14008,12/07/2021,252,-0.3385%,-0.0008,0.7446,-0.2325,-0.0886,-0.0696,1.2863%,1.4736%,23.8083%,-0.4267%,AMGN
14008,13/04/2021,252,0.4057%,-0.0003,0.6678,-0.1545,-0.2311,-0.0184,1.4253%,1.6670%,26.8981%,-0.2629%,AMGN
14008,04/05/2021,252,0.8069%,-0.0004,0.6518,-0.1995,-0.2291,-0.0343,1.4670%,1.6634%,22.2250%,1.7454%,AMGN
14008,06/05/2021,252,0.7820%,-0.0004,0.6516,-0.2119,-0.2058,-0.0226,1.4663%,1.6583%,21.8162%,0.5315%,AMGN
14008,23/04/2021,252,0.7763%,-0.0004,0.6700,-0.2054,-0.2402,-0.0360,1.3955%,1.6194%,25.7451%,0.3583%,AMGN
14008,19/04/2021,252,0.1017%,-0.0003,0.6400,-0.1577,-0.2274,-0.0265,1.4089%,1.6254%,24.8640%,0.5952%,AMGN
14008,14/04/2021,252,-0.1320%,-0.0003,0.6577,-0.1517,-0.2130,-0.0094,1.4236%,1.6494%,25.5077%,0.5459%,AMGN
14008,31/03/2021,252,-0.3764%,-0.0001,0.6913,-0.1859,-0.2446,-0.0308,1.4609%,1.7493%,30.2563%,-1.1054%,AMGN
14008,10/06/2021,252,2.1376%,-0.0001,0.6955,-0.2521,-0.2149,-0.1072,1.4134%,1.6191%,23.7860%,1.0966%,AMGN
14008,05/04/2021,252,1.1438%,-0.0003,0.6685,-0.1530,-0.2400,-0.0256,1.4401%,1.7084%,28.9374%,-0.0250%,AMGN
14008,25/03/2021,252,0.3178%,-0.0000,0.6796,-0.1748,-0.2434,-0.0173,1.4700%,1.7816%,31.9159%,0.6015%,AMGN
14008,09/03/2021,252,0.5180%,-0.0002,0.8032,-0.3209,-0.2653,-0.0333,1.5798%,2.2633%,51.2799%,-1.2473%,AMGN
14008,01/06/2021,252,-1.8324%,-0.0004,0.6866,-0.2585,-0.1709,-0.0580,1.4231%,1.6228%,23.0907%,-1.3255%,AMGN
14008,15/03/2021,252,2.4310%,-0.0003,0.7509,-0.2484,-0.3119,-0.0581,1.5616%,2.0663%,42.8795%,1.5453%,AMGN
14008,03/03/2021,252,-0.7754%,-0.0003,0.8155,-0.3142,-0.2897,-0.0369,1.5766%,2.3126%,53.5243%,1.3953%,AMGN
14008,19/03/2021,252,0.6219%,-0.0003,0.7322,-0.2098,-0.2650,-0.0292,1.5153%,1.9139%,37.3136%,0.5668%,AMGN
14008,24/02/2020,252,-2.2039%,0.0004,0.7582,0.4059,0.0416,0.2485,1.1704%,1.3236%,21.8146%,0.1455%,AMGN
14008,21/07/2021,252,-0.8263%,-0.0009,0.7345,-0.2056,-0.1276,-0.1078,1.2835%,1.4679%,23.5509%,-1.1073%,AMGN
14008,25/01/2021,252,1.4201%,-0.0002,0.8591,-0.3296,-0.3197,-0.0413,1.5999%,2.4161%,56.1503%,1.0218%,AMGN
14008,08/02/2021,252,0.5289%,-0.0004,0.8403,-0.3200,-0.2897,-0.0175,1.5847%,2.3918%,56.1019%,0.5221%,AMGN
14008,12/02/2020,252,-0.8560%,0.0003,0.7742,0.4174,0.0489,0.2675,1.1669%,1.3169%,21.4839%,-1.3188%,AMGN
14008,27/01/2021,252,-2.9157%,-0.0001,0.8585,-0.3298,-0.3164,-0.0390,1.6008%,2.4219%,56.3117%,0.1304%,AMGN
14008,17/08/2021,252,0.0563%,-0.0009,0.7637,-0.1924,-0.0810,-0.1150,1.3166%,1.4976%,22.7117%,0.4332%,AMGN
14008,15/09/2021,252,0.9674%,-0.0012,0.7417,-0.1880,-0.0603,-0.1188,1.2764%,1.4269%,19.9869%,0.4896%,AMGN
14008,06/01/2021,252,2.4104%,-0.0008,0.8681,-0.3427,-0.3507,-0.0669,1.6030%,2.4231%,56.2341%,3.8575%,AMGN
14008,08/01/2021,252,1.9101%,-0.0008,0.8677,-0.3503,-0.3547,-0.0710,1.6051%,2.4260%,56.2245%,0.7883%,AMGN
14008,08/09/2021,252,-0.2123%,-0.0011,0.7484,-0.1899,-0.0674,-0.1190,1.2700%,1.4294%,21.0527%,-0.2234%,AMGN
14008,21/12/2020,252,-0.5164%,-0.0012,0.8778,-0.3307,-0.4303,-0.1007,1.5716%,2.4087%,57.4317%,-0.1786%,AMGN
14008,06/10/2021,252,-0.8874%,-0.0013,0.6574,-0.1591,-0.0396,-0.1250,1.2425%,1.3616%,16.7212%,-1.3787%,AMGN
14008,12/10/2021,252,-2.3270%,-0.0012,0.6953,-0.1796,-0.0325,-0.1421,1.1523%,1.2910%,20.3371%,-2.1990%,AMGN
14008,14/12/2020,252,0.9059%,-0.0011,0.8788,-0.3350,-0.4333,-0.1026,1.5730%,2.4116%,57.4525%,0.7983%,AMGN
14008,25/02/2021,252,-1.0740%,-0.0004,0.8383,-0.3284,-0.2941,-0.0283,1.5839%,2.3802%,55.7147%,1.0717%,AMGN
14008,19/10/2021,252,1.7969%,-0.0011,0.6944,-0.1640,-0.0434,-0.1598,1.1608%,1.3001%,20.2821%,1.0992%,AMGN
14008,30/01/2020,252,-0.4402%,0.0003,0.7046,0.3308,-0.1942,0.1488,1.1320%,1.2711%,20.6889%,-0.4453%,AMGN
14008,13/07/2021,252,0.1882%,-0.0008,0.7485,-0.2258,-0.0997,-0.0751,1.2838%,1.4735%,24.0848%,0.2199%,AMGN
14008,27/11/2020,252,2.0426%,-0.0011,0.8785,-0.3431,-0.4273,-0.0880,1.5596%,2.4056%,57.9659%,1.2946%,AMGN
14008,12/02/2021,252,0.9233%,-0.0003,0.8418,-0.3229,-0.2895,-0.0163,1.5799%,2.3908%,56.3338%,0.6127%,AMGN
